accession,Name,Formula,RT,MainPositiveAdduct,MainNegativeAdduct,KEGG,CAS,PubChem,ChemSpider,UserId,BioCyc,HMDB,Metlin,LipidMaps,Unnamed: 14
DBK008020,Tezacaftor,C26H27F3N2O6,0.0,[M+H]+,[M-H]-,,1152311-62-0,,,,,,,,
DBK008021,Ruzasvir,C49H55FN10O7S,0.0,[M+H]+,[M-H]-,,1613081-64-3,,,,,,,,
DBK008022,Misonidazole,C7H11N3O4,0.0,[M+H]+,[M-H]-,,13551-87-6,,,,,,,,
DBK008023,Epacadostat,C11H13BrFN7O4S,0.0,[M+H]+,[M-H]-,,1204669-58-8,,,,,,,,
DBK008024,Encorafenib,C22H27ClFN7O4S,0.0,[M+H]+,[M-H]-,,1269440-17-6,,,,,,,,
DBK008025,UK-390957,C16H20N2O3S2,0.0,[M+H]+,[M-H]-,,934301-71-0,,,,,,,,
DBK008026,Angiotensin 1-7,C41H62N12O11,0.0,[M+H]+,[M-H]-,,51833-78-4,,,,,,,,
DBK008027,Mitoglitazone,C19H18N2O4S,0.0,[M+H]+,[M-H]-,,146062-49-9,,,,,,,,
DBK008028,Dutogliptin,C10H20BN3O3,0.0,[M+H]+,[M-H]-,,852329-66-9,,,,,,,,
DBK008029,Bombesin,C71H110N24O18S,0.0,[M+H]+,[M-H]-,,31362-50-2,,,,,,,,
DBK008030,Latrepirdine,C21H25N3,0.0,[M+H]+,[M-H]-,,3613-73-8,,,,,,,,
DBK008031,Encenicline,C16H17ClN2OS,0.0,[M+H]+,[M-H]-,,550999-75-2,,,,,,,,
DBK008032,GSK-2330672,C28H38N2O7S,0.0,[M+H]+,[M-H]-,,1345982-69-5,,,,,,,,
DBK008033,Ribociclib,C23H30N8O,0.0,[M+H]+,[M-H]-,,1211441-98-3,,,,,,,,
DBK008034,Lasmiditan,C19H18F3N3O2,0.0,[M+H]+,[M-H]-,,439239-90-4,,,,,,,,
DBK008035,Fedovapagon,C27H34N4O3,0.0,[M+H]+,[M-H]-,,347887-36-9,,,,,,,,
DBK008036,Galactose,C6H12O6,0.0,[M+H]+,[M-H]-,,59-23-4,,,,,,,,
DBK008037,PF-00489791,C20H28N8O4S,0.0,[M+H]+,[M-H]-,,853003-48-2,,,,,,,,
DBK008038,Icotinib,C22H21N3O4,0.0,[M+H]+,[M-H]-,,610798-31-7,,,,,,,,
DBK008039,Rilmenidine,C10H16N2O,0.0,[M+H]+,[M-H]-,,54187-04-1,,,,,,,,
DBK008040,Vonoprazan,C17H16FN3O2S,0.0,[M+H]+,[M-H]-,,881681-00-1,,,,,,,,
DBK008041,MK-1775,C27H32N8O2,0.0,[M+H]+,[M-H]-,,955365-80-7,,,,,,,,
DBK008042,Famitinib,C23H27FN4O2,0.0,[M+H]+,[M-H]-,,1044040-56-3,,,,,,,,
DBK008043,Ebastine,C32H39NO2,0.0,[M+H]+,[M-H]-,,90729-43-4,,,,,,,,
DBK008044,Ipatasertib,C24H32ClN5O2,0.0,[M+H]+,[M-H]-,,1001264-89-6,,,,,,,,
DBK008045,Epetraborole,C11H16BNO4,0.0,[M+H]+,[M-H]-,,1093643-37-8,,,,,,,,
DBK008046,Otenabant,C25H25Cl2N7O,0.0,[M+H]+,[M-H]-,,686344-29-6,,,,,,,,
DBK008047,Barasertib,C26H31FN7O6P,0.0,[M+H]+,[M-H]-,,722543-31-9,,,,,,,,
DBK008048,Benfotiamine,C19H23N4O6PS,0.0,[M+H]+,[M-H]-,,22457-89-2,,,,,,,,
DBK008049,(R)-Praziquantel,C19H24N2O2,0.0,[M+H]+,[M-H]-,,57452-98-9,,,,,,,,
DBK008050,Clobetasol,C22H28ClFO4,0.0,[M+H]+,[M-H]-,,25122-41-2,,,,,,,,
DBK008051,Cabotegravir,C19H17F2N3O5,0.0,[M+H]+,[M-H]-,,1051375-10-0,,,,,,,,
DBK008052,Bryostatin 1,C47H68O17,0.0,[M+H]+,[M-H]-,,83314-01-6,,,,,,,,
DBK008053,Rifamycin,C37H47NO12,0.0,[M+H]+,[M-H]-,,6998-60-3,,,,,,,,
DBK008054,Tetrahydrocannabivarin,C19H26O2,0.0,[M+H]+,[M-H]-,,31262-37-0,,,,,,,,
DBK008055,Istradefylline,C20H24N4O4,0.0,[M+H]+,[M-H]-,,155270-99-8,,,,,,,,
DBK008056,Cenicriviroc,C41H52N4O4S,0.0,[M+H]+,[M-H]-,,497223-25-3,,,,,,,,
DBK008057,Pevonedistat,C21H25N5O4S,0.0,[M+H]+,[M-H]-,,905579-51-3,,,,,,,,
DBK008058,Talazoparib,C19H14F2N6O,0.0,[M+H]+,[M-H]-,,1207456-01-6,,,,,,,,
DBK008059,Tenapanor,C50H66Cl4N8O10S2,0.0,[M+H]+,[M-H]-,,1234423-95-0,,,,,,,,
DBK008060,Marizomib,C15H20ClNO4,0.0,[M+H]+,[M-H]-,,437742-34-2,,,,,,,,
DBK008061,Momelotinib,C23H22N6O2,0.0,[M+H]+,[M-H]-,,1056634-68-4,,,,,,,,
DBK008062,Spebrutinib,C22H22FN5O3,0.0,[M+H]+,[M-H]-,,1202757-89-8,,,,,,,,
DBK008063,PF-04991532,C18H19F3N4O3,0.0,[M+H]+,[M-H]-,,1215197-37-7,,,,,,,,
DBK008064,AZD-1305,C22H31FN4O4,0.0,[M+H]+,[M-H]-,,872045-91-5,,,,,,,,
DBK008065,Zytron,C10H14Cl2NO2PS,0.0,[M+H]+,[M-H]-,,299-85-4,,,,,,,,
DBK008066,Funapide,C22H14F3NO5,0.0,[M+H]+,[M-H]-,,1259933-16-8,,,,,,,,
DBK008067,Talinolol,C20H33N3O3,0.0,[M+H]+,[M-H]-,,57460-41-0,,,,,,,,
DBK008068,Pilaralisib,C25H25ClN6O4S,0.0,[M+H]+,[M-H]-,,934526-89-3,,,,,,,,
DBK008069,BMS-903452,C21H19Cl2FN4O4S,0.0,[M+H]+,[M-H]-,,1339944-47-6,,,,,,,,
DBK008070,Pazufloxacin,C16H15FN2O4,0.0,[M+H]+,[M-H]-,,127045-41-4,,,,,,,,
DBK008071,PF-03758309,C25H30N8OS,0.0,[M+H]+,[M-H]-,,898044-15-0,,,,,,,,
DBK008072,Danusertib,C26H30N6O3,0.0,[M+H]+,[M-H]-,,827318-97-8,,,,,,,,
DBK008073,Danoprevir,C35H46FN5O9S,0.0,[M+H]+,[M-H]-,,850876-88-9,,,,,,,,
DBK008074,Allicin,C6H10OS2,0.0,[M+H]+,[M-H]-,,539-86-6,,,,,,,,
DBK008075,Tosedostat,C21H30N2O6,0.0,[M+H]+,[M-H]-,,238750-77-1,,,,,,,,
DBK008076,Birinapant,C42H56F2N8O6,0.0,[M+H]+,[M-H]-,,1260251-31-7,,,,,,,,
DBK008077,Imidapril,C20H27N3O6,0.0,[M+H]+,[M-H]-,,89371-37-9,,,,,,,,
DBK008078,NRX-1074,C25H37N5O6,0.0,[M+H]+,[M-H]-,,1421866-48-9,,,,,,,,
DBK008079,Anisodamine,C17H23NO4,0.0,[M+H]+,[M-H]-,,55869-99-3,,,,,,,,
DBK008080,Pefcalcitol,C26H34F5NO4,0.0,[M+H]+,[M-H]-,,381212-03-9,,,,,,,,
DBK008081,Ralimetinib,C24H29FN6,0.0,[M+H]+,[M-H]-,,862505-00-8,,,,,,,,
DBK008082,Hyodeoxycholic Acid,C24H40O4,0.0,[M+H]+,[M-H]-,,83-49-8,,,,,,,,
DBK008083,Radafaxine,C13H18ClNO2,0.0,[M+H]+,[M-H]-,,192374-14-4,,,,,,,,
DBK008084,Capmatinib,C23H17FN6O,0.0,[M+H]+,[M-H]-,,1029712-80-8,,,,,,,,
DBK008085,Mirodenafil,C26H37N5O5S,0.0,[M+H]+,[M-H]-,,862189-95-5,,,,,,,,
DBK008086,Niraparib,C19H20N4O,0.0,[M+H]+,[M-H]-,,1038915-60-4,,,,,,,,
DBK008087,Berzosertib,C24H25N5O3S,0.0,[M+H]+,[M-H]-,,1232416-25-9,,,,,,,,
DBK008088,GSK-2636771,C22H22F3N3O3,0.0,[M+H]+,[M-H]-,,1372540-25-4,,,,,,,,
DBK008089,Fostemsavir,C25H26N7O8P,0.0,[M+H]+,[M-H]-,,864953-29-7,,,,,,,,
DBK008090,Aceneuramic acid,C11H19NO9,0.0,[M+H]+,[M-H]-,,131-48-6,,,,,,,,
DBK008091,Tanzisertib,C21H23F3N6O2,0.0,[M+H]+,[M-H]-,,899805-25-5,,,,,,,,
DBK008092,Bictegravir,C21H18F3N3O5,0.0,[M+H]+,[M-H]-,,1611493-60-7,,,,,,,,
DBK008093,Tivozanib,C22H19ClN4O5,0.0,[M+H]+,[M-H]-,,475108-18-0,,,,,,,,
DBK008094,Rapastinel,C18H31N5O6,0.0,[M+H]+,[M-H]-,,117928-94-6,,,,,,,,
DBK008095,AZD-5672,C32H38F2N2O5S2,0.0,[M+H]+,[M-H]-,,780750-65-4,,,,,,,,
DBK008096,Saracatinib,C27H32ClN5O5,0.0,[M+H]+,[M-H]-,,379231-04-6,,,,,,,,
DBK008097,VTP-194204,C24H32O2,0.0,[M+H]+,[M-H]-,,220619-73-8,,,,,,,,
DBK008098,Dexmecamylamine,C11H21N,0.0,[M+H]+,[M-H]-,,107538-05-6,,,,,,,,
DBK008099,Faldaprevir,C40H49BrN6O9S,0.0,[M+H]+,[M-H]-,,801283-95-4,,,,,,,,
DBK008100,Artefenomel,C28H39NO5,0.0,[M+H]+,[M-H]-,,1029939-86-3,,,,,,,,
DBK008101,Etarfolatide,C29H34N10O11S,0.0,[M+H]+,[M-H]-,,479578-27-3,,,,,,,,
DBK008102,Arhalofenate,C19H17ClF3NO4,0.0,[M+H]+,[M-H]-,,24136-23-0,,,,,,,,
DBK008103,Talaporfin,C38H41N5O9,0.0,[M+H]+,[M-H]-,,110230-98-3,,,,,,,,
DBK008104,Mipsagargin,C66H100N6O27,0.0,[M+H]+,[M-H]-,,1245732-48-2,,,,,,,,
DBK008105,PF-03882845,C24H22ClN3O2,0.0,[M+H]+,[M-H]-,,1023650-66-9,,,,,,,,
DBK008106,Tilarginine,C7H16N4O2,0.0,[M+H]+,[M-H]-,,17035-90-4,,,,,,,,
DBK008107,Omecamtiv Mecarbil,C20H24FN5O3,0.0,[M+H]+,[M-H]-,,873697-71-3,,,,,,,,
DBK008108,Baricitinib,C16H17N7O2S,0.0,[M+H]+,[M-H]-,,1187594-09-7,,,,,,,,
DBK008109,Retosiban,C27H34N4O5,0.0,[M+H]+,[M-H]-,,820957-38-8,,,,,,,,
DBK008110,ASP-4058,C19H12F6N4O2,0.0,[M+H]+,[M-H]-,,952565-91-2,,,,,,,,
DBK008111,Nifurtimox,C10H13N3O5S,0.0,[M+H]+,[M-H]-,,23256-30-6,,,,,,,,
DBK008112,Danegaptide,C14H17N3O4,0.0,[M+H]+,[M-H]-,,943134-39-2,,,,,,,,
DBK008113,TMC-647055,C32H38N4O6S,0.0,[M+H]+,[M-H]-,,1204416-97-6,,,,,,,,
DBK008114,Esketamine,C13H16ClNO,0.0,[M+H]+,[M-H]-,,33643-46-8,,,,,,,,
DBK008115,Tofogliflozin,C22H26O6,0.0,[M+H]+,[M-H]-,,903565-83-3,,,,,,,,
DBK008116,Mirogabalin,C12H19NO2,0.0,[M+H]+,[M-H]-,,1138245-13-2,,,,,,,,
DBK008117,Ertugliflozin,C22H25ClO7,0.0,[M+H]+,[M-H]-,,1210344-57-2,,,,,,,,
DBK008118,Neratinib,C30H29ClN6O3,0.0,[M+H]+,[M-H]-,,698387-09-6,,,,,,,,
DBK008119,Ruboxistaurin,C28H28N4O3,0.0,[M+H]+,[M-H]-,,169939-94-0,,,,,,,,
DBK008120,Mocetinostat,C23H20N6O,0.0,[M+H]+,[M-H]-,,726169-73-9,,,,,,,,
DBK008121,Dinitrochlorobenzene,C6H3ClN2O4,0.0,[M+H]+,[M-H]-,,97-00-7,,,,,,,,
DBK008122,Crenolanib,C26H29N5O2,0.0,[M+H]+,[M-H]-,,670220-88-9,,,,,,,,
DBK008123,Basimglurant,C18H13ClFN3,0.0,[M+H]+,[M-H]-,,802906-73-6,,,,,,,,
DBK008124,Indium In-111 pentetreotide,C62H80InN12O19S2,0.0,[M+H]+,[M-H]-,,139096-04-1,,,,,,,,
DBK008125,Sapanisertib,C15H15N7O,0.0,[M+H]+,[M-H]-,,1224844-38-5,,,,,,,,
DBK008126,Osilodrostat,C13H10FN3,0.0,[M+H]+,[M-H]-,,928134-65-0,,,,,,,,
DBK008127,Revamilast,C18H9Cl2F2N3O4,0.0,[M+H]+,[M-H]-,,893555-90-3,,,,,,,,
DBK008128,PZ-128,C55H99N13O9,0.0,[M+H]+,[M-H]-,,371131-16-7,,,,,,,,
DBK008129,Entinostat,C21H20N4O3,0.0,[M+H]+,[M-H]-,,209783-80-2,,,,,,,,
DBK008130,Angiotensin II,C50H71N13O12,0.0,[M+H]+,[M-H]-,,4474-91-3,,,,,,,,
DBK008131,PF-04958242,C18H20N2O4S2,0.0,[M+H]+,[M-H]-,,1258963-59-5,,,,,,,,
DBK008132,Pritelivir,C18H18N4O3S2,0.0,[M+H]+,[M-H]-,,348086-71-5,,,,,,,,
DBK008133,Lucitanib,C26H25N3O4,0.0,[M+H]+,[M-H]-,,1058137-23-7,,,,,,,,
DBK008134,Creatinine,C4H7N3O,0.0,[M+H]+,[M-H]-,,60-27-5,,,,,,,,
DBK008135,Cadazolid,C29H29F2N3O8,0.0,[M+H]+,[M-H]-,,1025097-10-2,,,,,,,,
DBK008136,Mannose 6-phosphate,C6H13O9P,0.0,[M+H]+,[M-H]-,,3672-15-9,,,,,,,,
DBK008137,Bafetinib,C30H31F3N8O,0.0,[M+H]+,[M-H]-,,859212-16-1,,,,,,,,
DBK008138,Tegobuvir,C25H14F7N5,0.0,[M+H]+,[M-H]-,,1000787-75-6,,,,,,,,
DBK008139,Relugolix,C29H27F2N7O5S,0.0,[M+H]+,[M-H]-,,737789-87-6,,,,,,,,
DBK008140,Revefenacin,C35H43N5O4,0.0,[M+H]+,[M-H]-,,864750-70-9,,,,,,,,
DBK008141,Leukotriene D4,C25H40N2O6S,0.0,[M+H]+,[M-H]-,,73836-78-9,,,,,,,,
DBK008142,Brexanolone,C21H34O2,0.0,[M+H]+,[M-H]-,,516-54-1,,,,,,,,
DBK008143,Aramchol,C44H79NO5,0.0,[M+H]+,[M-H]-,,246529-22-6,,,,,,,,
DBK008144,Litronesib,C23H37N5O4S2,0.0,[M+H]+,[M-H]-,,910634-41-2,,,,,,,,
DBK008145,Alvelestat,C25H22F3N5O4S,0.0,[M+H]+,[M-H]-,,848141-11-7,,,,,,,,
DBK008146,Preladenant,C25H29N9O3,0.0,[M+H]+,[M-H]-,,377727-87-2,,,,,,,,
DBK008147,Brivanib alaninate,C22H24FN5O4,0.0,[M+H]+,[M-H]-,,649735-63-7,,,,,,,,
DBK008148,JNJ-39393406,C19H18F2N6O3,0.0,[M+H]+,[M-H]-,,953428-73-4,,,,,,,,
DBK008149,Etiracetam,C8H14N2O2,0.0,[M+H]+,[M-H]-,,33996-58-6,,,,,,,,
DBK008150,Valspodar,C63H111N11O12,0.0,[M+H]+,[M-H]-,,121584-18-7,,,,,,,,
DBK008151,RG-4733,C22H20F5N3O3,0.0,[M+H]+,[M-H]-,,847925-91-1,,,,,,,,
DBK008152,PF-00610355,C34H39N3O6S,0.0,[M+H]+,[M-H]-,,862541-45-5,,,,,,,,
DBK008153,ZD-6126,C20H24NO8P,0.0,[M+H]+,[M-H]-,,219923-05-4,,,,,,,,
DBK008154,Verinurad,C20H16N2O2S,0.0,[M+H]+,[M-H]-,,1352792-74-5,,,,,,,,
DBK008155,Crocin,C44H64O24,0.0,[M+H]+,[M-H]-,,42553-65-1,,,,,,,,
DBK008156,"3,3'-diindolylmethane",C17H14N2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK008157,Alanyl glutamine,C8H15N3O4,0.0,[M+H]+,[M-H]-,,39537-23-0,,,,,,,,
DBK008158,Basmisanil,C21H20FN3O5S,0.0,[M+H]+,[M-H]-,,1159600-41-5,,,,,,,,
DBK008159,Filibuvir,C29H37N5O3,0.0,[M+H]+,[M-H]-,,877130-28-4,,,,,,,,
DBK008160,Dusquetide,C25H47N9O5,0.0,[M+H]+,[M-H]-,,931395-42-5,,,,,,,,
DBK008161,Acridine Carboxamide,C18H19N3O,0.0,[M+H]+,[M-H]-,,89459-25-6,,,,,,,,
DBK008162,AUY922,C27H33N3O5,0.0,[M+H]+,[M-H]-,,747412-64-2,,,,,,,,
DBK008163,BPC-157,C62H98N16O22,0.0,[M+H]+,[M-H]-,,137525-51-0,,,,,,,,
DBK008164,SB-705498,C17H16BrF3N4O,0.0,[M+H]+,[M-H]-,,501951-42-4,,,,,,,,
DBK008165,Anlotinib,C23H22FN3O3,0.0,[M+H]+,[M-H]-,,1058156-90-3,,,,,,,,
DBK008166,Infigratinib,C26H31Cl2N7O3,0.0,[M+H]+,[M-H]-,,872511-34-7,,,,,,,,
DBK008167,Laninamivir octanoate,C21H36N4O8,0.0,[M+H]+,[M-H]-,,203120-46-1,,,,,,,,
DBK008168,Lanicemine,C13H14N2,0.0,[M+H]+,[M-H]-,,153322-05-5,,,,,,,,
DBK008169,Cilengitide,C27H40N8O7,0.0,[M+H]+,[M-H]-,,188968-51-6,,,,,,,,
DBK008170,CUDC-907,C23H24N8O4S,0.0,[M+H]+,[M-H]-,,1339928-25-4,,,,,,,,
DBK008171,Prulifloxacin,C21H20FN3O6S,0.0,[M+H]+,[M-H]-,,123447-62-1,,,,,,,,
DBK008172,Avagacestat,C20H17ClF4N4O4S,0.0,[M+H]+,[M-H]-,,1146699-66-2,,,,,,,,
DBK008173,Efatutazone,C27H26N4O4S,0.0,[M+H]+,[M-H]-,,223132-37-4,,,,,,,,
DBK008174,Gedatolisib,C32H41N9O4,0.0,[M+H]+,[M-H]-,,1197160-78-3,,,,,,,,
DBK008175,"2,4-thiazolidinedione",C3H3NO2S,0.0,[M+H]+,[M-H]-,,2295-31-0,,,,,,,,
DBK008176,MK-8776,C15H18BrN7,0.0,[M+H]+,[M-H]-,,891494-63-6,,,,,,,,
DBK008177,OC-459,C21H17FN2O2,0.0,[M+H]+,[M-H]-,,851723-84-7,,,,,,,,
DBK008178,Apalutamide,C21H15F4N5O2S,0.0,[M+H]+,[M-H]-,,956104-40-8,,,,,,,,
DBK008179,Gisadenafil,C23H33N7O5S,0.0,[M+H]+,[M-H]-,,334826-98-1,,,,,,,,
DBK008180,GW842166,C18H17Cl2F3N4O2,0.0,[M+H]+,[M-H]-,,666260-75-9,,,,,,,,
DBK008181,Flumatinib,C29H29F3N8O,0.0,[M+H]+,[M-H]-,,895519-90-1,,,,,,,,
DBK008182,Sutezolid,C16H20FN3O3S,0.0,[M+H]+,[M-H]-,,168828-58-8,,,,,,,,
DBK008183,Acyline,C80H102ClN15O14,0.0,[M+H]+,[M-H]-,,170157-13-8,,,,,,,,
DBK008184,Rociletinib,C27H28F3N7O3,0.0,[M+H]+,[M-H]-,,1374640-70-6,,,,,,,,
DBK008185,Varespladib,C21H20N2O5,0.0,[M+H]+,[M-H]-,,172732-68-2,,,,,,,,
DBK008186,MK-0249,C23H24F3N3O2,0.0,[M+H]+,[M-H]-,,1167574-41-5,,,,,,,,
DBK008187,Galunisertib,C22H19N5O,0.0,[M+H]+,[M-H]-,,700874-72-2,,,,,,,,
DBK008188,Lanopepden,C22H34FN7O4,0.0,[M+H]+,[M-H]-,,1152107-25-9,,,,,,,,
DBK008189,LY-2090314,C28H25FN6O3,0.0,[M+H]+,[M-H]-,,603288-22-8,,,,,,,,
DBK008190,Valbenazine,C24H38N2O4,0.0,[M+H]+,[M-H]-,,1025504-45-3,,,,,,,,
DBK008191,Indium In-111,In,0.0,[M+H]+,[M-H]-,,15750-15-9,,,,,,,,
DBK008192,Vatiquinone,C29H44O3,0.0,[M+H]+,[M-H]-,,1213269-98-7,,,,,,,,
DBK008193,Guadecitabine,C18H24N9O10P,0.0,[M+H]+,[M-H]-,,929901-49-5,,,,,,,,
DBK008194,6-O-benzylguanine,C12H11N5O,0.0,[M+H]+,[M-H]-,,19916-73-5,,,,,,,,
DBK008195,Lesogaberan,C3H9FNO2P,0.0,[M+H]+,[M-H]-,,344413-67-8,,,,,,,,
DBK008196,Deflazacort,C25H31NO6,0.0,[M+H]+,[M-H]-,,14484-47-0,,,,,,,,
DBK008197,Danirixin,C19H21ClFN3O4S,0.0,[M+H]+,[M-H]-,,954126-98-8,,,,,,,,
DBK008198,Decoglurant,C21H11F6N5,0.0,[M+H]+,[M-H]-,,911115-16-7,,,,,,,,
DBK008199,Safingol,C18H39NO2,0.0,[M+H]+,[M-H]-,,15639-50-6,,,,,,,,
DBK008200,Vistusertib,C25H30N6O3,0.0,[M+H]+,[M-H]-,,1009298-59-2,,,,,,,,
DBK008201,Lodenafil carbonate,C47H62N12O11S2,0.0,[M+H]+,[M-H]-,,398507-55-6,,,,,,,,
DBK008202,Vaniprevir,C38H55N5O9S,0.0,[M+H]+,[M-H]-,,923590-37-8,,,,,,,,
DBK008203,Abametapir,C12H12N2,0.0,[M+H]+,[M-H]-,,1762-34-1,,,,,,,,
DBK008204,Riboprine,C15H21N5O4,0.0,[M+H]+,[M-H]-,,7724-76-7,,,,,,,,
DBK008205,Epelsiban,C30H38N4O4,0.0,[M+H]+,[M-H]-,,872599-83-2,,,,,,,,
DBK008206,Flomoxef,C15H18F2N6O7S2,0.0,[M+H]+,[M-H]-,,99665-00-6,,,,,,,,
DBK008207,Bempedoic acid,C19H36O5,0.0,[M+H]+,[M-H]-,,738606-46-7,,,,,,,,
DBK008208,Kynurenic Acid,C10H7NO3,0.0,[M+H]+,[M-H]-,,492-27-3,,,,,,,,
DBK008209,Difelikefalin,C36H53N7O6,0.0,[M+H]+,[M-H]-,,1024828-77-0,,,,,,,,
DBK008210,Henagliflozin,C22H24ClFO7,0.0,[M+H]+,[M-H]-,,1623804-44-3,,,,,,,,
DBK008211,Triapine,C7H9N5S,0.0,[M+H]+,[M-H]-,,143621-35-6,,,,,,,,
DBK008212,Tasisulam,C11H6BrCl2NO3S2,0.0,[M+H]+,[M-H]-,,519055-62-0,,,,,,,,
DBK008213,Selinexor,C17H11F6N7O,0.0,[M+H]+,[M-H]-,,1393477-72-9,,,,,,,,
DBK008214,Delafloxacin,C18H12ClF3N4O4,0.0,[M+H]+,[M-H]-,,189279-58-1,,,,,,,,
DBK008215,Ingavirin,C10H15N3O3,0.0,[M+H]+,[M-H]-,,219694-63-0,,,,,,,,
DBK008216,AZD-1981,C19H17ClN2O3S,0.0,[M+H]+,[M-H]-,,802904-66-1,,,,,,,,
DBK008217,Pridopidine,C15H23NO2S,0.0,[M+H]+,[M-H]-,,346688-38-8,,,,,,,,
DBK008218,Lapachone,C15H14O3,0.0,[M+H]+,[M-H]-,,4707-32-8,,,,,,,,
DBK008219,Vestipitant,C23H24F7N3O,0.0,[M+H]+,[M-H]-,,334476-46-9,,,,,,,,
DBK008220,Teneligliptin,C22H30N6OS,0.0,[M+H]+,[M-H]-,,760937-92-6,,,,,,,,
DBK008221,Lemborexant,C22H20F2N4O2,0.0,[M+H]+,[M-H]-,,1369764-02-2,,,,,,,,
DBK008222,Duvelisib,C22H17ClN6O,0.0,[M+H]+,[M-H]-,,1201438-56-3,,,,,,,,
DBK008223,PF-04447943,C20H25N7O2,0.0,[M+H]+,[M-H]-,,1082744-20-4,,,,,,,,
DBK008224,Lomibuvir,C25H35NO4S,0.0,[M+H]+,[M-H]-,,1026785-55-6,,,,,,,,
DBK008225,Delanzomib,C21H28BN3O5,0.0,[M+H]+,[M-H]-,,847499-27-8,,,,,,,,
DBK008226,Idalopirdine,C20H19F5N2O,0.0,[M+H]+,[M-H]-,,467459-31-0,,,,,,,,
DBK008227,Brivanib,C19H19FN4O3,0.0,[M+H]+,[M-H]-,,649735-46-6,,,,,,,,
DBK008228,Carboxyamidotriazole,C17H12Cl3N5O2,0.0,[M+H]+,[M-H]-,,99519-84-3,,,,,,,,
DBK008229,AZD-1236,C15H19ClN4O5S,0.0,[M+H]+,[M-H]-,,459814-89-2,,,,,,,,
DBK008230,GSK-1059615,C18H11N3O2S,0.0,[M+H]+,[M-H]-,,958852-01-2,,,,,,,,
DBK008231,Dacomitinib,C24H25ClFN5O2,0.0,[M+H]+,[M-H]-,,1110813-31-4,,,,,,,,
DBK008232,Ilaprazole,C19H18N4O2S,0.0,[M+H]+,[M-H]-,,172152-36-2,,,,,,,,
DBK008233,SJG-136,C31H32N4O6,0.0,[M+H]+,[M-H]-,,232931-57-6,,,,,,,,
DBK008234,BMS-986094,C30H39N6O9P,0.0,[M+H]+,[M-H]-,,1234490-83-5,,,,,,,,
DBK008235,Binimetinib,C17H15BrF2N4O3,0.0,[M+H]+,[M-H]-,,606143-89-9,,,,,,,,
DBK008236,MK-7145,C26H30N2O6,0.0,[M+H]+,[M-H]-,,1255204-84-2,,,,,,,,
DBK008237,Uprosertib,C18H16Cl2F2N4O2,0.0,[M+H]+,[M-H]-,,1047634-65-0,,,,,,,,
DBK008238,Burixafor,C27H51N8O3P,0.0,[M+H]+,[M-H]-,,1191448-17-5,,,,,,,,
DBK008239,Vilaprisan,C27H29F5O4S,0.0,[M+H]+,[M-H]-,,1262108-14-4,,,,,,,,
DBK008240,Tesevatinib,C24H25Cl2FN4O2,0.0,[M+H]+,[M-H]-,,781613-23-8,,,,,,,,
DBK008241,PF-04691502,C22H27N5O4,0.0,[M+H]+,[M-H]-,,1013101-36-4,,,,,,,,
DBK008242,TAK-448,C58H80N16O14,0.0,[M+H]+,[M-H]-,,1234319-68-6,,,,,,,,
DBK008243,Golvatinib,C33H37F2N7O4,0.0,[M+H]+,[M-H]-,,928037-13-2,,,,,,,,
DBK008244,Glasdegib,C21H22N6O,0.0,[M+H]+,[M-H]-,,1095173-27-5,,,,,,,,
DBK008245,Elagolix,C32H30F5N3O5,0.0,[M+H]+,[M-H]-,,834153-87-6,,,,,,,,
DBK008246,Elamipretide,C32H49N9O5,0.0,[M+H]+,[M-H]-,,736992-21-5,,,,,,,,
DBK008247,GDC-0623,C16H14FIN4O3,0.0,[M+H]+,[M-H]-,,1168091-68-6,,,,,,,,
DBK008248,Letaxaban,C22H26ClN3O5S,0.0,[M+H]+,[M-H]-,,870262-90-1,,,,,,,,
DBK008249,Dapaconazole,C19H15Cl2F3N2O,0.0,[M+H]+,[M-H]-,,1269726-67-1,,,,,,,,
DBK008250,Entrectinib,C31H34F2N6O2,0.0,[M+H]+,[M-H]-,,1108743-60-7,,,,,,,,
DBK008251,GSK-2018682,C22H21ClN4O4,0.0,[M+H]+,[M-H]-,,1034688-30-6,,,,,,,,
DBK008252,Benznidazole,C12H12N4O3,0.0,[M+H]+,[M-H]-,,22994-85-0,,,,,,,,
DBK008253,MK-0812,C24H36F3N3O2,0.0,[M+H]+,[M-H]-,,624733-88-6,,,,,,,,
DBK008254,Oprozomib,C25H32N4O7S,0.0,[M+H]+,[M-H]-,,935888-69-0,,,,,,,,
DBK008255,Omarigliptin,C17H20F2N4O3S,0.0,[M+H]+,[M-H]-,,1226781-44-7,,,,,,,,
DBK008256,PF-03463275,C19H22ClFN4O,0.0,[M+H]+,[M-H]-,,1173239-39-8,,,,,,,,
DBK008257,Diacerein,C19H12O8,0.0,[M+H]+,[M-H]-,,13739-02-1,,,,,,,,
DBK008258,Avatrombopag,C29H34Cl2N6O3S2,0.0,[M+H]+,[M-H]-,,570406-98-3,,,,,,,,
DBK008259,Thymopentin,C30H49N9O9,0.0,[M+H]+,[M-H]-,,69558-55-0,,,,,,,,
DBK008260,Sorivudine,C11H13BrN2O6,0.0,[M+H]+,[M-H]-,,77181-69-2,,,,,,,,
